disasterNo,year,seq,group,subgroup_id,type_id,subtype,eventName,country,iso,region_id,continent_id,location,startYear,startMonth,startDay,endYear,endMonth,endDay,totalDeaths,injured,Affected,homeless,totalAffected,damageCost
2001-0288-ROU,2001,288,Natural,Hydrological,Flood,Riverine flood,,Romania,ROU,EasternEurope,Europe,"Alba, Arges, Brasov, Bucuresti, Buzau, Calarasi, Covasna, Dimbovita, Dolj, Giurgiu, Gorj, Harghita, Ialomita, Mehedinti, Mures, Olt, Prahova, Sibiu, Teleorman, Vilcea provinces",2001,6,19,2001,6,22,7,3,10800,,10803,120000
2001-0388-RUS,2001,388,Natural,Hydrological,Flood,Coastal flood,,Russian Federation (the),RUS,EasternEurope,Europe,"Buryatiya Rep., Irkutskaya Oblast provinces",2001,7,7,2001,7,13,11,,300000,,300000,33000
2001-0227-RUS,2001,227,Natural,Hydrological,Flood,Riverine flood,,Russian Federation (the),RUS,EasternEurope,Europe,"Sakha Rep., Bashkortostan Rep., Tyva Rep., Krasnoyarskiy Kray provinces",2001,5,12,2001,5,27,10,,50305,,50305,241000
2001-0420-RUS,2001,420,Natural,Hydrological,Flood,Riverine flood,,Russian Federation (the),RUS,EasternEurope,Europe,Vladivostok region (Primorskiy Kray province),2001,8,6,2001,8,12,16,,25000,,25000,17000
2001-0417-SDN,2001,417,Natural,Hydrological,Flood,Riverine flood,,Sudan (the),SDN,NorthernAfrica,Africa,"Kassala, Southern Darfur, Western Darfur, Al Jazeera, Northern Kordofan, Nile, Sennar, Gadaref, Khartoum provinces",2001,8,6,2001,9,13,3,,97000,,97000,2000
2001-0390-SVK,2001,390,Natural,Hydrological,Flood,Flash flood,,Slovakia,SVK,EasternEurope,Europe,"Banska Bystrica, Bratislava, Kosice, Nitra, Presov, Trencin, Trnava, Zilna provinces",2001,7,24,2001,7,31,1,,,,,6000
2001-0521-TCD,2001,521,Natural,Hydrological,Flood,Flash flood,,Chad,TCD,MiddleAfrica,Africa,"Tandjile Ouest, Logone Occidental, Logone Oriental, Salamat, Tandjile Est, Mayo-Boneye, Mandoul provinces",2001,8,19,2001,10,11,100,,175763,,175763,1000
2001-0450-THA,2001,450,Natural,Hydrological,Flood,Flash flood,,Thailand,THA,South-EasternAsia,Asia,"Nam Kor village (Lom Sak District, Phetchabun Province), Udon Thani, Chiang Mai, Chiang Rai, Lamphun, Nong Khai, Phrae, Nan provinces",2001,8,8,2001,9,6,104,109,450000,,450109,24500
2001-0717-TJK,2001,717,Natural,Hydrological,Landslide,Landslide,,Tajikistan,TJK,CentralAsia,Asia,Varzob district (Tadzhikistan Territories province),2001,5,20,2001,5,20,1,15,,150,165,600
2001-0665-TUR,2001,665,Natural,Hydrological,Flood,Riverine flood,,Turkey,TUR,WesternAsia,Asia,"Konak district (Izmir province), Erdemli, Merkez, Tarsus districts (Icel province), Antalya, Adana provinces",2001,12,2,2001,12,9,5,,570,,570,25000
2001-0293-TWN,2001,293,Natural,Meteorological,Storm,Tropical cyclone,Chebi,Taiwan (Province of China),TWN,EasternAsia,Asia,Taiwan Sheng province,2001,6,24,2001,6,25,9,116,,,116,5000
2001-0359-TWN,2001,359,Natural,Meteorological,Storm,Tropical cyclone,Utor,Taiwan (Province of China),TWN,EasternAsia,Asia,Taiwan Sheng province,2001,7,6,2001,7,8,1,6,,,6,2000
2001-0405-TWN,2001,405,Natural,Meteorological,Storm,Tropical cyclone,Toraji,Taiwan (Province of China),TWN,EasternAsia,Asia,"Hualian, Nantou areas (Taiwan Sheng province)",2001,7,30,2001,7,30,100,,,,,240000
2001-0096-UKR,2001,96,Natural,Hydrological,Flood,Riverine flood,,Ukraine,UKR,EasternEurope,Europe,"Palad, Khust, Shaiany, Sasovo towns (Zakarpats'ka province)",2001,3,4,2001,3,17,9,,300000,,300000,15000
2001-0102-USA,2001,102,Natural,Meteorological,Storm,Convective storm,,United States ofAmerica (the),USA,NorthernAmerica,Americas,"Calhoun, Lee, Pontotoc, Prentiss, Union districts (Mississippi province)",2001,2,24,2001,2,24,7,30,900,,930,250000
2001-0473-USA,2001,473,Natural,Meteorological,Storm,Convective storm,,United States ofAmerica (the),USA,NorthernAmerica,Americas,"Siren city (Burnett district, Wisconsin province)",2001,6,18,2001,6,18,3,8,360,,368,10000
2001-0566-USA,2001,566,Natural,Meteorological,Storm,Convective storm,,United States ofAmerica (the),USA,NorthernAmerica,Americas,"Howard, Prince George's districts (Maryland province)",2001,9,24,2001,9,24,2,50,,1000,1050,30000
2001-0099-USA,2001,99,Natural,Geophysical,Earthquake,Ground movement,,United States ofAmerica (the),USA,NorthernAmerica,Americas,"Seattle city (King district), Tacoma city (Pierce district), Olympia city (Thurston district) (Washington province)",2001,2,28,2001,2,28,1,400,,,400,2000000
2001-0268-USA,2001,268,Natural,Hydrological,Flood,Riverine flood,,United States ofAmerica (the),USA,NorthernAmerica,Americas,"Minnesota, Iowa, Wisconsin, Illinois provinces",2001,4,15,2001,5,15,1,,4400,,4400,13000
2001-0587-VNM,2001,587,Natural,Hydrological,Flood,Flash flood,,Viet Nam,VNM,South-EasternAsia,Asia,"Quang Nam, Quang Ngai, Ha Tinh, Nghe An, Quang Tri, Phu Yen provinces",2001,10,20,2001,10,24,20,6,35000,,35006,4700
2001-0492-VNM,2001,492,Natural,Hydrological,Flood,Riverine flood,,Viet Nam,VNM,South-EasternAsia,Asia,"Long An, Dong Thap, An Giang, Can Tho city, Phu Tho, Kien Giang, Tien Giang, Vinh Long, Soc Trang, Tra Vinh, Ben Tre provinces",2001,8,15,2001,11,19,310,,1570270,,1570270,84000
2001-0318-VNM,2001,318,Natural,Meteorological,Storm,Tropical cyclone,Durian,Viet Nam,VNM,South-EasternAsia,Asia,"Thai Nguyen, Tuyen Quang, Vinh Phuc provinces",2001,7,4,2001,7,4,30,3,117450,,117453,25000
2001-0436-VNM,2001,436,Natural,Meteorological,Storm,Tropical cyclone,Usagi,Viet Nam,VNM,South-EasternAsia,Asia,"Ha Tinh, Nghe An, Quang Binh, Thanh Hoa provinces",2001,8,11,2001,8,11,3,3,,10000,10003,3200
2001-0624-VNM,2001,624,Natural,Meteorological,Storm,Tropical cyclone,Lingling (Nanang),Viet Nam,VNM,South-EasternAsia,Asia,"Phu Yen, Binh Dinh, Quang Ngai, Quang Tri provinces",2001,11,12,2001,11,12,20,83,60000,13100,73183,55000
2001-0082-ZWE,2001,82,Natural,Hydrological,Flood,,,Zimbabwe,ZWE,EasternAfrica,Africa,"Centenary, Guruve districts (Mashonaland Central province), Tsholotsho district (Matabeleland province)",2001,2,,2001,2,,13,,30000,,30000,3600
2002-0172-TWN,2002,172,Natural,Geophysical,Earthquake,Ground movement,,Taiwan (Province of China),TWN,EasternAsia,Asia,"Hualien area (Name Unknown district, Taiwan Sheng province)",2002,3,31,2002,3,31,4,200,300,,500,25000
2002-0165-USA,2002,165,Natural,Meteorological,Storm,,,United States ofAmerica (the),USA,NorthernAmerica,Americas,"Sevier, Blount, Knox, Hawkins districts (Tennessee province), Cumberland, Bell districts (Kentucky province), Wise, Smyth, Washington districts (Virginia province), Cabell district (West Virginia province), North Carolina, Mississippi, Arkansas, Texas provinces",2002,3,19,2002,3,19,6,4,750,,754,200500
2002-0033-COD,2002,33,Natural,Geophysical,Volcanic activity,Ash fall,Mt. Nyiragongo,Congo (the Democratic Republic of the),COD,MiddleAfrica,Africa,Goma district (Nord-Kivu province),2002,1,17,2002,1,21,200,400,,110000,110400,9000
2002-0005-PHL,2002,5,Natural,Hydrological,Flood,Riverine flood,,Philippines (the),PHL,South-EasternAsia,Asia,"Surigao del Sur, Agusan del Sur districts (Region XIII province), Davao del Sur, Davao del Norte, Davao Oriental, Compostella district (Region XI province)",2002,1,4,2002,1,7,11,8,95000,,95008,392
2002-0376-RUS,2002,376,Natural,Hydrological,Flood,Flash flood,,Russian Federation (the),RUS,EasternEurope,Europe,"Stavropolskiy Kray, Krasnodarskiy Kray , Karatchayevo-cherkesiya Rep., Ingushetiya Rep., Adygeya Rep., Chechnya Rep., Kabardino-balkariya Rep., Severnaya Osetiya-alaniya Rep., Dagestan Rep. provinces",2002,6,19,2002,7,1,117,1200,329413,,330613,450000
2002-0171-SPI,2002,171,Natural,Hydrological,Flood,Riverine flood,,Canary Is,SPI,SouthernEurope,Europe,Santa Cruz de Tenerife (Canarias) (North),2002,3,31,2002,4,2,16,30,400,,430,79923
2002-0475-TJK,2002,475,Natural,Hydrological,Flood,Flash flood,,Tajikistan,TJK,CentralAsia,Asia,"Dasht, Langar areas (Roshtkala district, Badakhshoni Kuni province)",2002,8,7,2002,8,8,24,13,450,1250,1713,2836
2002-0129-PHL,2002,129,Natural,Geophysical,Earthquake,Ground movement,,Philippines (the),PHL,South-EasternAsia,Asia,"General Santos city (South Cotabato district, Region XII (Soccsksargen) province), Kiamba area (Saranggani district, Region XII (Soccsksargen) province)",2002,3,5,2002,3,5,15,100,73351,,73451,1714
2002-0069-THA,2002,69,Natural,Meteorological,Storm,Convective storm,,Thailand,THA,South-EasternAsia,Asia,"Muang Chang Rai, Chiang Saen, Mae Chan, Wiang Chai, Phan districts (Chiang Rai province)",2002,1,12,2002,1,12,1,100,25000,2604,27704,2000
2002-0026-SEN,2002,26,Natural,Hydrological,Flood,Riverine flood,,Senegal,SEN,WesternAfrica,Africa,"Podor, Dagana districts (Saint Louis province), Matam, Louga provinces",2002,1,9,2002,1,12,28,,179000,,179000,40979
2002-0850-NIC,2002,850,Natural,Meteorological,Storm,Tropical cyclone,Isidore,Nicaragua,NIC,CentralAmerica,Americas,Managua province,2002,9,22,2002,9,22,2,,300,,300,1000
2002-0677-NLD,2002,677,Natural,Meteorological,Storm,Extra-tropical storm,Jeanett,Netherlands (the),NLD,WesternEurope,Europe,"Drenthe, Flevoland, Friesland, Gelderland, Groningen, Limburg, Noord-brabant, Noord-holland, Overijssel, Utrecht, Zeeland, Zuid-holland ",2002,10,26,2002,10,28,4,,,,,300000
2002-0285-OMN,2002,285,Natural,Meteorological,Storm,Tropical cyclone,,Oman,OMN,WesternAsia,Asia,Dhofar province,2002,5,10,2002,5,10,7,33,50,,83,50000
2002-0543-PAK,2002,543,Natural,Hydrological,Flood,Riverine flood,,Pakistan,PAK,SouthernAsia,Asia,"Mardan, Malakand Protected Area, Swabi, Swat districts (North-West Frontier province)",2002,8,22,2002,8,28,22,10,3000,,3010,30
2002-0264-PAN,2002,264,Natural,Hydrological,Flood,Riverine flood,,Panama,PAN,CentralAmerica,Americas,"San Miguelito district (Panama province), Bocas del Toro, Veraguas, Chiriqui provinces",2002,5,6,2002,5,11,4,,10000,1500,11500,500
2002-0176-PHL,2002,176,Natural,Hydrological,Flood,Riverine flood,,Philippines (the),PHL,South-EasternAsia,Asia,"Surigao del Norte, Surigao del Sur districts (Region XIII province)",2002,3,21,2002,3,26,35,,50000,,50000,1450
2002-0408-PHL,2002,408,Natural,Meteorological,Storm,Tropical cyclone,Chata'an,Philippines (the),PHL,South-EasternAsia,Asia,National Capital region (NCR) province,2002,7,7,2002,7,9,33,41,700000,,700041,1000
2002-0423-PHL,2002,423,Natural,Meteorological,Storm,Tropical cyclone,Halong (Anday),Philippines (the),PHL,South-EasternAsia,Asia,"Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV (Southern Tagalog), Region IV-A (Calabarzon), Region V (Bicol region) provinces",2002,7,13,2002,7,13,62,,11000,,11000,5664
2002-0875-PHL,2002,875,Natural,Meteorological,Storm,,TD Caloy,Philippines (the),PHL,South-EasternAsia,Asia,"Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Region XIII (Caraga) provinces",2002,3,20,2002,3,20,42,2,54629,,54631,3292
2002-0877-PHL,2002,877,Natural,Meteorological,Storm,,TD Juan,Philippines (the),PHL,South-EasternAsia,Asia,"Region IV (Southern Tagalog), Region VI (Western Visayas) provinces",2002,7,15,2002,7,23,14,2,19048,,19050,238
2002-0878-PHL,2002,878,Natural,Meteorological,Storm,,TD Milenyo,Philippines (the),PHL,South-EasternAsia,Asia,"Region III (Central Luzon), Region IV (Southern Tagalog), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Region X (Northern Mindanao), Region XIII (Caraga) provinces",2002,8,11,2002,8,14,57,21,194451,,194472,3340
2002-0678-POL,2002,678,Natural,Meteorological,Storm,Extra-tropical storm,Jeannet,Poland,POL,EasternEurope,Europe,"Dolnoslaskie, Kujawsko-Pomorskie, Lodzkie, Lubeiskie, Lubuskie, Malopolske, Mazowieckie, Opolskie, Podkarpackie, Podlaskie, Pomorskie, Slaskie, Swietokrzyskie, Warminsko-Mazurskie, Wielkopolskie, Zachodnio-Pomorskie provinces",2002,10,27,2002,10,27,3,,,,,50
2002-0059-POL,2002,59,Natural,Meteorological,Storm,,Jennifer,Poland,POL,EasternEurope,Europe,"Dolnoslaskie, Lodzkie, Lubeiskie, Malopolske, Opolskie, Podkarpackie, Slaskie, Swietokrzyskie provinces",2002,1,28,2002,1,28,6,,,,,100
2002-0561-PRK,2002,561,Natural,Meteorological,Storm,Tropical cyclone,Rusa,Korea (the Democratic People's Republic of),PRK,EasternAsia,Asia,"Tongchon, Anbyon, Kosong districts (Kangwon-do province)",2002,8,31,2002,9,6,3,,7401,,7401,500
2002-0471-ROU,2002,471,Natural,Hydrological,Flood,Riverine flood,,Romania,ROU,EasternEurope,Europe,"Cioara, Baia de Aries (Alba province), Bistrita (Bistrita-nasaud province)",2002,8,6,2002,8,7,1,1,300,,301,290
2002-0024-RUS,2002,24,Natural,Hydrological,Flood,Riverine flood,,Russian Federation (the),RUS,EasternEurope,Europe,"Krasnodar Temryuk, Anapa, Slavyank cities (Krasnodarskiy Kray province)",2002,1,6,2002,1,23,1,,3000,,3000,64970
2002-0482-RUS,2002,482,Natural,Hydrological,Flood,Riverine flood,,Russian Federation (the),RUS,EasternEurope,Europe,Novorossiisk (Krasnodarskiy Kray province),2002,8,8,2002,8,18,82,,48000,1500,49500,32000
2002-0048-RUS,2002,48,Natural,Meteorological,Storm,,,Russian Federation (the),RUS,EasternEurope,Europe,Kaliningradskaya Oblast province,2002,1,29,2002,1,29,2,,,,,3000
2002-0641-THA,2002,641,Natural,Hydrological,Flood,Flash flood,,Thailand,THA,South-EasternAsia,Asia,"Tak, Chiang Mai, Chiang Rai, Lamphun, Sukhothai, Phitsanulok, Mae Hong Son, Uttaradit, Phetchabun, Phichit, Nakhon Sawan, Kampaeng Phet, Uthai Thani, Sakon Nakhon, Khon Kaen, Chaiyaphum, Nong Khai, Kalasin, Nakhon Phanom, Nong Bua Lamphu, Roi Et, Si Saket, Ubon Ratchathani provinces",2002,10,,2002,10,,154,62,3289358,,3289420,35827
2002-0065-TUR,2002,65,Natural,Geophysical,Earthquake,Ground movement,,Turkey,TUR,WesternAsia,Asia,Bolvadin district (Afyon province),2002,2,3,2002,2,3,42,327,222000,30000,252327,95000
2002-0570-TWN,2002,570,Natural,Meteorological,Storm,,Sinlaku,Taiwan (Province of China),TWN,EasternAsia,Asia,Taiwan Sheng province,2002,9,4,2002,9,8,1,,,,,50
2002-0160-URY,2002,160,Natural,Meteorological,Storm,,,Uruguay,URY,SouthAmerica,Americas,"Canelones, Montevideo provinces",2002,3,15,2002,3,15,2,,1300,200,1500,25000
2002-0287-USA,2002,287,Natural,Meteorological,Storm,Convective storm,,United States ofAmerica (the),USA,NorthernAmerica,Americas,"Wayne, Jefferson districts (Illinois province)",2002,4,21,2002,4,21,1,12,,,12,4000
2002-0310-USA,2002,310,Natural,Meteorological,Storm,Convective storm,,United States ofAmerica (the),USA,NorthernAmerica,Americas,"Breckinridge, Meade, Crittenden, Webster, Hopkins, Ohio, Hardin, Edmonson districts (Kentucky province), Bollinger, Howell districts (Missouri province), Charles, Calvert, Dorchester, Wicomico, Cecil districts (Maryland province), Illinois (Clay,Union, Johnson,Pope, Moultrie, Saline, Bond), Gordon district (Georgia province), Atchison district (Kansas province), Erie, Allegany districts (New York province), Stark district (Ohio province), Indiana, Mercer, Venango, Butler, Armstrong, Columbia, Lebanon, Allegheny districts (Pennsylvania province), Rutherford, Lake, Henry, Carter districts (Tennessee province), Virginia (Shenandoah, Greensville, Bedford, (Campbell, Nottoway, Prince George), Marshall district (West Virginia province), Pontotoc, Chickasaw districts (Mississippi province), Perry district (Indiana province)",2002,4,27,2002,5,3,10,100,,,100,2200000
2002-0700-USA,2002,700,Natural,Meteorological,Storm,Convective storm,,United States ofAmerica (the),USA,NorthernAmerica,Americas,"Tipton, Carroll, Montgomery, Sumner, Bedford, Coffee, Morgan, Cumberland, Anderson districts (Tennessee province), Henry, Dale, Fayette, Walker, Winston, Lamar, Cullman, Tuscaloosa, Jefferson, Cherokee districts (Alabama province), Van Wert, Paulding, Putnam, Defiance, Athens, Logan, Union, Seneca, Ottawa districts (Ohio province), Allen district (Kentucky province), Cross, Crittenden, Mississippi districts (Arkansas province), Appling, Cherokee, Pickens, Dawson, Atkinson, Coffee districts (Georgia province), Blackford district (Indiana province), Lowndes, Winston, Noxubee, Oktibbeha districts (Mississippi province), Mercer district (Pennsylvania province), McCormick district (South Carolina province)",2002,11,5,2002,11,10,36,115,3600,351,4066,700000
2002-0751-USA,2002,751,Natural,Meteorological,Storm,Convective storm,,United States ofAmerica (the),USA,NorthernAmerica,Americas,"Washington DC (District of Columbia district, District of Columbia province), North Carolina, South Carolina, Virginia, New York, Pennsylvania, Kentucky, New Jersey, Maryland, Missouri, Tennesse provinces",2002,12,4,2002,12,5,30,,,,,450500
2002-0266-USA,2002,266,Natural,Hydrological,Flood,Riverine flood,,United States ofAmerica (the),USA,NorthernAmerica,Americas,"Pike district (Kentucky province), Virginia province",2002,5,2,2002,5,8,9,,1000,,1000,13000
2002-0411-USA,2002,411,Natural,Hydrological,Flood,Riverine flood,,United States ofAmerica (the),USA,NorthernAmerica,Americas,"Comal, Guadalupe, Bandera, Uvalde, McMullen, Taylor districts (Texas province)",2002,6,30,2002,7,23,10,,144000,,144000,1000000
2002-0652-USA,2002,652,Natural,Meteorological,Storm,Tropical cyclone,Isidore,United States ofAmerica (the),USA,NorthernAmerica,Americas,"Louisiane, Mississippi, Alabama, Tennessee provinces",2002,9,26,2002,9,27,1,,13200,,13200,300000
2002-0119-USA,2002,119,Natural,Meteorological,Storm,,,United States ofAmerica (the),USA,NorthernAmerica,Americas,"Cleveland, Comanche, Creek, Garvin, Grady, Greer, Harmon, Jackson, Kiowa, Lincoln, McClain, Nowata, Pottawatomie, Rogers, Stephens, Tillman, Tulsa, Alfalfa, Beaver, Beckham, Blaine, Caddo, Canadian, Cimarron, Custer, Dewey, Ellis, Garfield, Grant, Harper, Kay, Kingfisher, Logan, Major, Noble, Oklahoma, Osage, Pawnee, Payne, Roger Mills, Texas, Washington, Washita, Woods, Woodward districts (Oklahoma province), Missouri, Kansas, New York, Indiana, Ohio provinces",2002,1,30,2002,2,8,28,,,,,400000
2002-0653-VCT,2002,653,Natural,Meteorological,Storm,Tropical cyclone,Lili,Saint Vincent and the Grenadines,VCT,Caribbean,Americas,"Charlotte, Grenadines, Saint Andrew, Saint David, Saint George, Saint Patrick provinces",2002,9,24,2002,9,24,4,,,,,11000
2002-0445-VEN,2002,445,Natural,Hydrological,Flood,Riverine flood,,Venezuela (Bolivarian Republic of),VEN,SouthAmerica,Americas,"Amazonas, Apure, Barinas, Bolivar, Delta Amacuro, Merida, Monagas, Portuguesa, Trujillo provinces",2002,7,20,2002,7,31,4,,55376,,55376,3000
2002-0470-VNM,2002,470,Natural,Hydrological,Flood,Riverine flood,,Viet Nam,VNM,South-EasternAsia,Asia,"Lai Chau, Lao Cai, Ha Giang, Tuyen Quang, Bac Kan, Son La, Lam Dong provinces",2002,7,31,2002,8,6,10,,2000,,2000,2200
2002-0580-VNM,2002,580,Natural,Hydrological,Flood,Riverine flood,,Viet Nam,VNM,South-EasternAsia,Asia,"Long An, Dong Thap, An Giang provinces",2002,9,,2002,9,,82,,1138200,,1138200,23900
2002-0610-VNM,2002,610,Natural,Hydrological,Flood,Riverine flood,,Viet Nam,VNM,South-EasternAsia,Asia,"Ha Tinh, Nghe An provinces",2002,9,20,2002,9,30,55,116,291500,,291616,58000
2002-0881-ZAF,2002,881,Natural,Meteorological,Storm,Convective storm,,SouthAfrica,ZAF,SouthernAfrica,Africa,Limpopo province,2002,9,9,2002,9,10,1,66,,,66,9000
2002-0442-ZAF,2002,442,Natural,Meteorological,Storm,Convective storm,,SouthAfrica,ZAF,SouthernAfrica,Africa,"Eastern Cape, KwaZulu-Natal provinces",2002,7,15,2002,7,21,22,,100000,,100000,5000
2003-0391-AUT,2003,391,Natural,Meteorological,Extreme temperature ,Heat wave,,Austria,AUT,WesternEurope,Europe,"Burgenland, Karnten, Niederosterreich, Oberosterreich, Steiernark, Salzburg, Tirol, Voralberg, Wien provinces",2003,7,,2003,8,,345,,,,,280000
2003-0287-ASM,2003,287,Natural,Hydrological,Flood,Flash flood,,American Samoa,ASM,Polynesia,Oceania,"Pago pago, Fagatogo areas (Administrative unit not available province)",2003,5,18,2003,5,19,6,3,,,3,50000
2003-0085-USA,2003,85,Natural,Meteorological,Storm,Convective storm,,United States ofAmerica (the),USA,NorthernAmerica,Americas,"Delaware, Kentucky, Massachusetts, Maryland, North Carolina, New Hampshire, New Jersey, New York, District of Columbia, Ohio, Pennsylvania, Rhode Island, Tennessee, Virginia, Vermont, West Virginia, Illinois, Missouri, Iowa, Nebraska, Connecticut provinces",2003,2,14,2003,2,18,44,,120,,120,200000
2003-0196-ARG,2003,196,Natural,Hydrological,Flood,Riverine flood,,Argentina,ARG,SouthAmerica,Americas,"Santa Fe City (La Capital district, Santa Fe province), Garay, General Obligado, Las Colonias, San Cristobal, San Javier, San Justo, San Martin, Vera districts (Santa Fe province)",2003,4,28,2003,5,10,23,,140000,20000,160000,1028210
2004-0674-AUS,2004,674,Natural,Meteorological,Storm,,,Australia,AUS,AustraliaandNewZealand,Oceania,"Victoria, Queensland provinces",2004,1,24,2004,1,31,1,,,,,50000
2004-0589-AUS,2004,589,Natural,Meteorological,Storm,,,Australia,AUS,AustraliaandNewZealand,Oceania,Brisbane district (Queensland province),2004,11,7,2004,11,7,2,,45,,45,10000
2004-0662-AUS,2004,662,Natural,Hydrological,Flood,Riverine flood,,Australia,AUS,AustraliaandNewZealand,Oceania,"Eidsvold village (North Burnett district, Queensland province), Wee Waa village (Narrabri district, New South Wales province), Weemelah, Mungindi villages (Moree Plains district, New South Wales province), Mullumbimby, Billinudgel villages (Byron district, New South Wales province), Orange New South Wales ",2004,12,8,2004,12,22,3,,120,,120,15000
2005-0044-AFG,2005,44,Natural,Meteorological,Storm,,,Afghanistan,AFG,SouthernAsia,Asia,"Badakhshan, Daykundi, Ghazni, Paktika, Ghor, Zabul, Uruzgan, Wardak provinces",2005,1,,2005,2,,260,,22656,,22656,5000
2005-0014-AUS,2005,14,Natural,Climatological,Wildfire,Forest fire,,Australia,AUS,AustraliaandNewZealand,Oceania,"Eyre peninsula (Ceduna (DC), Cleve (DC), Elliston (DC), Franklin Harbour (DC), Kimba (DC), Lower Eyre Peninsula (DC), Port Augusta (C), Port Lincoln (C), Streaky Bay (DC), Tumby Bay (DC), Whyalla (C), Wudinna (DC) districts, South Australia province)",2005,1,4,2005,1,26,12,20,200,,220,40000
2003-0621-BOL,2003,621,Natural,Hydrological,Flood,Riverine flood,,Bolivia (Plurinational State of),BOL,SouthAmerica,Americas,"Trinidad city (Cercado district, Beni province), Villa Tunari city (Chapare district, Cochabamba province), La Paz, El Alto cities (Murillo district, La Paz province), Cochabamba city (Cercado district, Cochambamba province)",2003,12,22,2004,1,22,69,4,35000,10000,45004,1000
2003-0571-DOM,2003,571,Natural,Hydrological,Flood,Coastal flood,,Dominican Republic (the),DOM,Caribbean,Americas,"Dajabon, Duarte, Espaillat, La Vega, Maria Trinidad Sanches, Mensenor Nouel, Monte Cristi, Puerto Plata, Samana, Salcedo, Sanchez Ramirez, Santiago, Santiago Rodriguez, Valverde provinces",2003,11,14,2003,11,14,9,3,65000,,65003,42620
2003-0459-KOR,2003,459,Natural,Meteorological,Storm,Tropical cyclone,Maemi,Korea (the Republic of),KOR,EasternAsia,Asia,"Kyongsangbuk-do, Kyongsangnam-do, Kang-won-do, Pusan, Chollanam-do provinces",2003,9,12,2003,9,12,130,,65000,15000,80000,4500000
2003-0476-JPN,2003,476,Natural,Geophysical,Earthquake,Ground movement,,Japan,JPN,EasternAsia,Asia,Hokkaidoo province,2003,9,25,2003,9,25,2,773,,,773,563000
2003-0605-IND,2003,605,Natural,Meteorological,Storm,Tropical cyclone,,India,IND,SouthernAsia,Asia,"Krishna, Guntur, West Godavari districts (Andhra Pradesh province)",2003,12,17,2003,12,17,50,,,40000,40000,28000
2003-0433-ITA,2003,433,Natural,Hydrological,Flood,Riverine flood,,Italy,ITA,SouthernEurope,Europe,"Ugovizza village (Udine district, Friuli-venezia Giulia)",2003,8,29,2003,8,31,2,,350,,350,655000
2003-0388-JPN,2003,388,Natural,Meteorological,Storm,Tropical cyclone,Etau,Japan,JPN,EasternAsia,Asia,"Hokkaidoo, Ehime provinces",2003,8,8,2003,8,11,20,80,2100,,2180,55000
2003-0673-BRA,2003,673,Natural,Hydrological,Flood,Riverine flood,,Brazil,BRA,SouthAmerica,Americas,"Permnambouc, Bahia, Piaui, Alagoas, Ceara, Sergipe, Sao Paulo, Minas Girais, Rio de Janeiro, Espirito Santo provinces",2003,12,,2004,2,19,161,470,,175000,175470,303000
2003-0348-CHN,2003,348,Natural,Geophysical,Earthquake,Ground movement,,China,CHN,EasternAsia,Asia,"Dayao Xian area (Chuxiong Yi district, Yunnan Sheng province)",2003,7,21,2003,7,21,16,584,1250000,45000,1295584,75000
2003-0227-CHN,2003,227,Natural,Hydrological,Flood,Riverine flood,,China,CHN,EasternAsia,Asia,"Linwu Xian area (Chenzhou district, Hunan Sheng province), Meizhou, Heyuan, Shaoguan districts (Guangdong Sheng province), Ji'an, Ganzhou, Fuzhou districts (Jiangxi Sheng province)",2003,5,15,2003,5,21,38,5260,4360000,5726,4370986,160000
2003-0315-CHN,2003,315,Natural,Hydrological,Flood,Riverine flood,,China,CHN,EasternAsia,Asia,"Xishui, Dongshang areas (Zunyi district, Guizhou Sheng province), Changsha, Zhuzhou districts (Hunan Sheng province), Nanchang district (Jiangxi Sheng province), Zhejiang Sheng, Jiangsu Sheng, Shaanxi Sheng, Guangxi Zhuangzu Zizhiqu, Gansu Sheng, Sichuan Sheng, Hubei Sheng, Chongqing Shi provinces",2003,6,23,2003,7,28,430,146000,150000000,,150146000,7890000
2003-0440-CHN,2003,440,Natural,Hydrological,Flood,Riverine flood,,China,CHN,EasternAsia,Asia,"Ningshan Xian area (Ankang district, Shaanxi Sheng province), Hua Xian area (Weinan district, Shaanxi Sheng province), Gansu Sheng, Henan Sheng, Hubei Sheng, Shandong Sheng provinces",2003,8,24,2003,11,12,123,,,200000,200000,2440000
2003-0586-FRA,2003,586,Natural,Hydrological,Flood,Flash flood,,France,FRA,WesternEurope,Europe,"Herault, Gard districts (Langedoc-Rousillon province), Bouches-du-Rhone, Vaucluse districts (Provende-Alpes-Cote-d'Azure province) (South and East)",2003,12,2,2003,12,3,9,,27000,,27000,1500000
2003-0343-JPN,2003,343,Natural,Hydrological,Flood,Riverine flood,,Japan,JPN,EasternAsia,Asia,"Minamata district (Kumamoto province), Hisikarityoo district (Kagosima province), Kinkaityoo district (Nagasaki province)",2003,7,19,2003,7,21,23,14,800,,814,7000
