disasterNo,year,seq,group,subgroup_id,type_id,subtype,eventName,country,iso,region_id,continent_id,location,startYear,startMonth,startDay,endYear,endMonth,endDay,totalDeaths,injured,Affected,homeless,totalAffected,damageCost
1998-0067-USA,1998,67,Natural,Meteorological,Storm,Convective storm,,United States ofAmerica (the),USA,NorthernAmerica,Americas,"Georgia, Louisiana, Minnesota, Alabama, Florida, South carolina, North Craolina",1998,3,5,1998,3,9,14,11,444,210,665,62500
1998-0066-USA,1998,66,Natural,Hydrological,Flood,Riverine flood,,United States ofAmerica (the),USA,NorthernAmerica,Americas,"S Alabama, N and C Georgia",1998,3,7,1998,3,13,11,,18000,,18000,270000
1998-0185-USA,1998,185,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,United States ofAmerica (the),USA,NorthernAmerica,Americas,Florida,1998,5,25,1998,7,5,1,124,40000,,40124,276000
1998-0306-USA,1998,306,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,United States ofAmerica (the),USA,NorthernAmerica,Americas,California,1998,10,5,1998,10,5,1,,600,,600,600
1998-0025-USA,1998,25,Natural,Meteorological,Storm,,,United States ofAmerica (the),USA,NorthernAmerica,Americas,California,1998,2,3,1998,2,3,10,,10000,,10000,100000
1998-0366-USA,1998,366,Natural,Meteorological,Storm,,,United States ofAmerica (the),USA,NorthernAmerica,Americas,"Kansas, Oklahoma",1998,10,10,1998,11,3,1,,1000,,1000,2000
1998-0316-VNM,1998,316,Natural,Hydrological,Flood,Riverine flood,,Viet Nam,VNM,South-EasternAsia,Asia,"Khan Hoa, Binh Dinh, Quang Ngai, Phu Yen, Ninh Thuan",1998,10,16,1998,10,23,45,5,31030,1470,32505,13700
1998-0383-ATG,1998,383,Natural,Meteorological,Storm,Tropical cyclone,Georges,Antigua and Barbuda,ATG,Caribbean,Americas,"Liberta, Crabbe Hill, Five Islands, All Saint Village, Bolans",1998,9,20,1998,9,29,2,25,,2000,2025,100000
1998-0377-BLZ,1998,377,Natural,Meteorological,Storm,Tropical cyclone,Mitch,Belize,BLZ,CentralAmerica,Americas,,1998,10,25,1998,11,3,9,,60000,,60000,50
1998-0604-CHN,1998,604,Natural,Hydrological,Flood,Riverine flood,,China,CHN,EasternAsia,Asia,"Heilongjiang, Inner Mongolia, Liaoning",1998,8,8,1998,9,14,89,,2160000,,2160000,964000
1999-0301-CHN,1999,301,Natural,Meteorological,Storm,Tropical cyclone,Wendy,China,CHN,EasternAsia,Asia,"Wenzhou, Thaizhou (Jiangsu ",1999,9,4,1999,9,6,192,2600,528000,10600,541200,277900
1999-0104-AUS,1999,104,Natural,Meteorological,Storm,Convective storm,,Australia,AUS,AustraliaandNewZealand,Oceania,Sydney,1999,4,14,1999,4,14,1,24,6000,,6024,1500000
1999-0051-AUS,1999,51,Natural,Meteorological,Storm,Tropical cyclone,Rona,Australia,AUS,AustraliaandNewZealand,Oceania,Queensland State,1999,2,2,1999,2,11,5,,2000,,2000,300000
1999-0374-CHN,1999,374,Natural,Meteorological,Storm,Tropical cyclone,York,China,CHN,EasternAsia,Asia," Xiamen, Zhangzhou, Quanzhou Shi, Putian, Guangzhou (city) (Guangdong and Fujian Provinces)",1999,9,15,1999,9,16,18,500,800,,1300,64300
1999-0092-AUS,1999,92,Natural,Meteorological,Storm,Tropical cyclone,Vance,Australia,AUS,AustraliaandNewZealand,Oceania,Exmouth,1999,3,19,1999,3,23,1,,2000,672,2672,200000
1999-0182-AUT,1999,182,Natural,Hydrological,Flood,Riverine flood,,Austria,AUT,WesternEurope,Europe,,1999,5,11,1999,6,30,3,,,,,32000
1999-0050-AUT,1999,50,Natural,Hydrological,Landslide,Avalanche,,Austria,AUT,WesternEurope,Europe,"Galtuer, Valzur",1999,2,24,1999,2,24,50,,10000,,10000,41570
1999-0196-AZE,1999,196,Natural,Geophysical,Earthquake,Ground movement,,Azerbaijan,AZE,WesternAsia,Asia,"Agdash, Geokchai, Udzhar",1999,6,4,1999,6,4,1,18,750,8400,9168,5000
1999-0571-BEL,1999,571,Natural,Meteorological,Storm,Extra-tropical storm,Lothar,Belgium,BEL,WesternEurope,Europe,,1999,12,25,1999,12,27,2,,,,,50000
1999-0402-BEN,1999,402,Natural,Hydrological,Flood,,,Benin,BEN,WesternAfrica,Africa,"Djidja, Zangnanado, Bante, Ouesse, Zogbodome, Bohicon",1999,7,,1999,7,,3,,47000,10469,57469,215
1999-0327-BHS,1999,327,Natural,Meteorological,Storm,Tropical cyclone,Floyd,Bahamas (the),BHS,Caribbean,Americas,Grand Bahama Isl.,1999,9,7,1999,9,17,1,,,,,450000
1999-0132-BLR,1999,132,Natural,Hydrological,Flood,Riverine flood,,Belarus,BLR,EasternEurope,Europe,"Brest,Gomel and Minsk regions",1999,3,7,1999,4,10,2,,2000,,2000,4380
1999-0009-CAN,1999,9,Natural,Meteorological,Storm,,,Canada,CAN,NorthernAmerica,Americas,Toronto ( Southern Ontario),1999,1,1,1999,1,4,7,,,,,100
1999-0182-CHE,1999,182,Natural,Hydrological,Flood,Riverine flood,,Switzerland,CHE,WesternEurope,Europe,,1999,5,11,1999,6,30,3,,,,,330000
1999-0263-CHE,1999,263,Natural,Hydrological,Landslide,Avalanche,,Switzerland,CHE,WesternEurope,Europe,"Evolene (Herens Valley, Valais)",1999,2,21,1999,2,21,30,,,,,685000
1999-0571-CHE,1999,571,Natural,Meteorological,Storm,Extra-tropical storm,Lothar,Switzerland,CHE,WesternEurope,Europe,,1999,12,25,1999,12,27,12,,,,,1500000
1999-0130-CHN,1999,130,Natural,Meteorological,Storm,Convective storm,,China,CHN,EasternAsia,Asia,Anxiang district (Hunan Province),1999,4,23,1999,4,23,5,197,,15000,15197,8000
1999-0645-CHN,1999,645,Natural,Hydrological,Flood,Flash flood,,China,CHN,EasternAsia,Asia,"Zhejiang Province (including Wenzhou, Taizhou and Lishui)",1999,9,6,1999,9,7,153,,4920000,245000,5165000,647000
1999-0191-CHN,1999,191,Natural,Hydrological,Flood,Riverine flood,,China,CHN,EasternAsia,Asia,"Anhui, Zhejiang, Jiangxi, Jiangsu, Hubei, Hunan, Guizhou, Sichuang, Chingquing (municipality) ",1999,6,23,1999,8,3,725,24000,100000000,1000000,101024000,8100000
1999-0392-CHN,1999,392,Natural,Meteorological,Storm,Tropical cyclone,Dan,China,CHN,EasternAsia,Asia,"Xiamen Shi, Zhangzhou Shiqu, Quanzhou Shi (Province Fujian)",1999,10,9,1999,10,9,30,500,115000,7500,123000,241600
1999-0625-CHN,1999,625,Natural,Meteorological,Storm,Tropical cyclone,Sam,China,CHN,EasternAsia,Asia,"Canton, Shenzhen",1999,8,23,1999,8,23,5,12,,,12,18000
2000-0372-CHN,2000,372,Natural,Hydrological,Flood,Riverine flood,,China,CHN,EasternAsia,Asia,"Quanzhou, Zhangzhou, Xiamen districts (Fujian Sheng province), Jiangxi Sheng province",2000,6,17,2000,6,30,43,10,,31000,31010,19000
2000-9186-AFG,2000,9186,Natural,Climatological,Drought,Drought,,Afghanistan,AFG,SouthernAsia,Asia,"Kandahar, Hilmand, Nimroz, Zabul, Uruzgan provinces (south-west), Hirat, Farah, Badghis provinces (west), Paktika, Khost, Ghazni provinces (south), Baghlan, Kunduz, Takhar, Badakhshan provinces (north-east)",2000,5,,2002,,,37,,2580000,,2580000,50
2000-0677-CHN,2000,677,Natural,Hydrological,Flood,Flash flood,,China,CHN,EasternAsia,Asia,"Xuwen area (Zhanjiang district, Guandong province), Hainan Sheng province ",2000,10,12,2000,10,18,10,,200000,,200000,25366
2000-0920-CHN,2000,920,Natural,Hydrological,Flood,Riverine flood,,China,CHN,EasternAsia,Asia,Guangdong Sheng province,2000,5,1,2000,5,5,26,,,4500,4500,5000
2000-0375-CHL,2000,375,Natural,Hydrological,Flood,Flash flood,,Chile,CHL,SouthAmerica,Americas,"Metropolitana, Coquimbo, Valparaiso, Maule, Araucania, Los Lagos, Los Rios, Libertador Gral. Bernardo O'higgins provinces",2000,6,12,2000,6,26,15,,129266,10401,139667,30000
2000-0097-AUS,2000,97,Natural,Meteorological,Storm,Tropical cyclone,Steve,Australia,AUS,AustraliaandNewZealand,Oceania,"Cairns, Tablelands districts (Queensland province), New South Wales province",2000,2,27,2000,3,13,1,,200,,200,90000
2000-0557-CHN,2000,557,Natural,Meteorological,Storm,Tropical cyclone,Maria,China,CHN,EasternAsia,Asia,"Hunan Sheng, Guangdong Sheng provinces",2000,9,1,2000,9,6,47,,46000,,46000,169000
2000-0002-AGO,2000,2,Natural,Hydrological,Flood,Riverine flood,,Angola,AGO,MiddleAfrica,Africa,"Dombre Grande village (Baia Farta district, Benguela province), Massangano village (Cambambe district, Kuanza Norte province)",2000,1,8,2000,1,15,31,,70000,,70000,10000
2000-0769-AZE,2000,769,Natural,Geophysical,Earthquake,Ground movement,,Azerbaijan,AZE,WesternAsia,Asia,"Absheron, Baku, Sumgayit districts (Absheron province)",2000,11,25,2000,11,25,31,600,2694,,3294,10000
2000-0617-BGD,2000,617,Natural,Hydrological,Flood,Flash flood,,Bangladesh,BGD,SouthernAsia,Asia,"Gangni, Meherpur Sadar areas (Meherpur district, Khulna province), Daulatpur, Kushtia Sadar, Bheramara areas (Kushtia district, Khulna province), Jibannagar, Alamdanga, Cuadanda Sadar, Damurhuda areas (Chuadanga district, Khulna province), Maheshpur, Kotchandpur areas (Jhenaidah district, Khulna province), Paba, Godagari, Tanor, Mohanpur areas (Rajshahi district, Rajshahi province) ",2000,9,,2000,10,,31,,2467138,,2467138,500000
2000-0382-BGR,2000,382,Natural,Meteorological,Extreme temperature ,Heat wave,,Bulgaria,BGR,EasternEurope,Europe,"Sofia, Sofia-city, Stata Zagora, Blagoevgrad, Vidin provinces",2000,6,,2000,7,,7,,,,,50
2000-0407-BGR,2000,407,Natural,Climatological,Wildfire,Forest fire,,Bulgaria,BGR,EasternEurope,Europe,"Haskovo, Jambol, Burgas, Stara Zagora, Plovdiv provinces",2000,7,1,2000,7,1,7,17,,150,167,17600
2000-0642-BLZ,2000,642,Natural,Meteorological,Storm,Tropical cyclone,Keith,Belize,BLZ,CentralAmerica,Americas,"San Pedro and Belize cities, Cay Caulker and Ambergris Caye islands (Belize province), Corozal, Cayo, Orange Walk provinces",2000,9,30,2000,10,3,14,570,62000,,62570,277460
2000-0466-BRA,2000,466,Natural,Hydrological,Landslide,Mudslide,,Brazil,BRA,SouthAmerica,Americas,"Alagoas, Pernambuco provinces",2000,7,30,2000,8,17,60,,,143000,143000,75000
2000-0048-BWA,2000,48,Natural,Hydrological,Flood,Riverine flood,,Botswana,BWA,SouthernAfrica,Africa,"Boteti, Bobirwa, Mahalapye, Palapye, Selibe-Phikwe, Serowe areas (Central province), Francistowa city (North East province), Gaborone, Tlokweng, Lobaste, Mabutsane areas (South-East province), Kgatleng, Kgalagadi, Kweneng provinces",2000,2,,2000,2,,3,,106776,32000,138776,5000
2000-0420-CAN,2000,420,Natural,Meteorological,Storm,Convective storm,,Canada,CAN,NorthernAmerica,Americas,"Pine Lake area (Division No. 8 district, Alberta province)",2000,7,14,2000,7,14,11,140,,700,840,13000
2000-0672-CHE,2000,672,Natural,Hydrological,Landslide,,,Switzerland,CHE,WesternEurope,Europe,Gondo town (Valais Province),2000,10,13,2000,10,13,16,,1500,,1500,330000
2000-0425-CHN,2000,425,Natural,Meteorological,Storm,Convective storm,,China,CHN,EasternAsia,Asia,"Baoying Xian, Gaoyou Shi, Yangzhou Shi areas (Yangzhou district, Jiangsu Sheng province), Xinghua Shi, Taizhou Shi areas (Taizhou district, Jiangsu Sheng province)",2000,7,13,2000,7,13,11,500,,20000,20500,480
2000-0033-CHN,2000,33,Natural,Geophysical,Earthquake,Ground movement,,China,CHN,EasternAsia,Asia,"Yongren Xian, Yao'an Xian, Nanhua Xian, Dayao Xian areas (Chuxiong Yi district, Yunnan Sheng province), Xiangyun Xian area (Dali Bai district, Yunnan Sheng province) ",2000,1,14,2000,1,14,7,2528,1760000,92479,1855007,73500
2000-0036-CHN,2000,36,Natural,Geophysical,Earthquake,Ground movement,,China,CHN,EasternAsia,Asia,"Mile Xian area (Honghe Hani and Yi district, Yunnan Sheng province), Qiubei Xian area (Wenshan Zhuang and Miao district, Yunnan Sheng province)",2000,1,26,2000,1,26,1,2,10300,,10302,483
2000-0527-CHN,2000,527,Natural,Geophysical,Earthquake,Ground movement,,China,CHN,EasternAsia,Asia,"Wuding Xian area (Chuxiong Yi district, Yunnan Sheng province)",2000,8,21,2000,8,21,1,211,,177400,177611,43000
2000-0302-CHN,2000,302,Natural,Hydrological,Flood,Flash flood,,China,CHN,EasternAsia,Asia,"Awu, Jingmu, Hadapu villages (Dangchang Xian area, Longnan district, Gansu Sheng province), Gulin Xian, Xuyong Xian areas (Luzhou district, Sichuan Sheng Province), Duyun Shi area (Qiannan Buyei and Miao district, Guizhou Sheng province)",2000,5,31,2000,6,19,34,183,154000,,154183,22000
2000-0200-CHN,2000,200,Natural,Hydrological,Flood,Riverine flood,,China,CHN,EasternAsia,Asia,"Shenzhen, Zhuhai, Zhongshan districts (Guangdong Sheng province)",2000,4,13,2000,4,17,15,,40000,,40000,12000
2000-0376-CHN,2000,376,Natural,Hydrological,Flood,Riverine flood,,China,CHN,EasternAsia,Asia,"Duyun Shi area (Qiannan Buyei and Miao district, Guizhou Sheng province)",2000,6,8,2000,6,8,33,,300000,,300000,60000
2000-0559-CHN,2000,559,Natural,Hydrological,Landslide,Landslide,,China,CHN,EasternAsia,Asia,"Yingjiang Xian area (Dehong Dai and Jingpo district, Yunnan Sheng province)",2000,8,13,2000,8,13,14,27,,,27,2400
2000-0533-CHN,2000,533,Natural,Meteorological,Storm,Tropical cyclone,Bilis,China,CHN,EasternAsia,Asia,"Leqing Shi area (Wenzhou district, Zhejiang Sheng province), Fuzhou district (Fujian Sheng province)",2000,8,23,2000,8,23,11,47,,4475,4522,69443
2000-0556-CHN,2000,556,Natural,Meteorological,Storm,Tropical cyclone,Prapiroon,China,CHN,EasternAsia,Asia,"Xiangshui Xian area (Yancheng district, Jiangsu Sheng province)",2000,8,,2000,8,,4,80,,37690,37770,10
2001-0027-AFG,2001,27,Natural,Meteorological,Extreme temperature ,Cold wave,,Afghanistan,AFG,SouthernAsia,Asia,"Hirat, Faryab, Jawzjan, Balkh, Samangan, Sar-e-Pul, Kunduz, Baghlan provinces",2001,1,31,2001,2,20,150,,100000,,100000,10
2001-0028-AUS,2001,28,Natural,Hydrological,Flood,,,Australia,AUS,AustraliaandNewZealand,Oceania,"Granville, Wenworthville villages (Parramatta district, New South Wales province), Merrylands village (Holroyd district, New South Wales province), Dural village (Hornsby district, New South Wales province), North Richmond village (Hawkesbury district, New South Wales province)",2001,1,,2001,1,,1,30,300,,330,12000
2001-0030-AUS,2001,30,Natural,Meteorological,Storm,,,Australia,AUS,AustraliaandNewZealand,Oceania,Sydney district (New South Wales province),2001,1,16,2001,1,16,1,,,,,6600
2001-0029-BOL,2001,29,Natural,Hydrological,Flood,Riverine flood,,Bolivia (Plurinational State of),BOL,SouthAmerica,Americas,"Beni, Chuquisaca, Cochabamba, La Paz, Oruro, Pando, Potosi, Santa Cruz, Tarija provinces",2001,1,1,2001,3,22,41,,357250,,357250,121000
2001-0008-CHN,2001,8,Natural,Meteorological,Storm,Convective storm,,China,CHN,EasternAsia,Asia,"Xilin Gol, Xing'an, Hulunbuir, Ulaan Chab, Chifeng, Tongliao districts (Nei Mongol Zizhiqu province)",2001,1,1,2001,2,17,49,78098,2496773,,2574871,12000
2001-0064-CHN,2001,64,Natural,Geophysical,Earthquake,Ground movement,,China,CHN,EasternAsia,Asia,"Yajiang Xian, Kangding Xian areas (Garze Tibetan district, Sichuan Sheng province)",2001,2,23,2001,2,23,3,109,,300000,300109,24000
1998-0403-IDN,1998,403,Natural,Geophysical,Earthquake,Ground movement,,Indonesia,IDN,South-EasternAsia,Asia,"Halmahera Tengah (Sula Isl., Maluku); Ma,gole, Manado, Taliabu",1998,11,29,1998,11,29,33,88,3800,2560,6448,200000
1998-0601-DEU,1998,601,Natural,Meteorological,Storm,,Xylia,Germany,DEU,WesternEurope,Europe,"Main, Tauber, Moselle, Baden-Baden",1998,10,27,1998,11,2,3,15,,,15,150000
1998-0444-CHN,1998,444,Natural,Meteorological,Storm,,,China,CHN,EasternAsia,Asia,"Hubei, Sichuan",1998,5,20,1998,5,20,17,38,,11000000,11000038,37200
1998-0445-CHN,1998,445,Natural,Hydrological,Flood,,,China,CHN,EasternAsia,Asia,"Hunan, Jiangxi, Fujian, Guangxi, Nanping Level 2 - level 1 = Sichuan",1998,6,11,1998,6,11,440,,,1500000,1500000,724700
1998-0375-CRI,1998,375,Natural,Meteorological,Storm,Tropical cyclone,Mitch,Costa Rica,CRI,CentralAmerica,Americas,,1998,10,25,1998,11,2,8,,15000,1700,16700,91090
1998-0381-CUB,1998,381,Natural,Meteorological,Storm,Tropical cyclone,Georges,Cuba,CUB,Caribbean,Americas,"Guantanamo, Tunas, Holguin, Santigo de Cuba, Camaguëy, Villa Claran Cienfuegos, Sancti Spiritu, Ciego de Avila, Matanzas",1998,9,22,1998,9,22,6,,147000,,147000,2000000
1998-0436-FRA,1998,436,Natural,Meteorological,Storm,Extra-tropical storm,"Cilly, Desiree, Fanny",France,FRA,WesternEurope,Europe,"Bretagne, Ouest de la France",1998,1,1,1998,1,6,6,,690,,690,150000
1998-0441-GBR,1998,441,Natural,Hydrological,Flood,Riverine flood,,United Kingdom of Great Britain and Northern Ireland (the),GBR,NorthernEurope,Europe,"Norhtampton, Worcestershire, Warwickshire, Avon",1998,4,9,1998,4,10,5,,300,,300,500000
1998-0419-GBR,1998,419,Natural,Meteorological,Storm,,,United Kingdom of Great Britain and Northern Ireland (the),GBR,NorthernEurope,Europe,,1998,12,24,1998,12,25,8,,250000,,250000,200000
1998-0451-GBR,1998,451,Natural,Meteorological,Storm,,,United Kingdom of Great Britain and Northern Ireland (the),GBR,NorthernEurope,Europe,Wales,1998,10,24,1998,10,24,12,,,,,665400
1998-0380-HTI,1998,380,Natural,Meteorological,Storm,Tropical cyclone,Georges,Haiti,HTI,Caribbean,Americas,"Cap-Haitien, Jacmel, Cayes, Port Au Prince",1998,9,20,1998,9,30,190,29,12000,,12029,180000
1998-0450-IND,1998,450,Natural,Hydrological,Flood,,,India,IND,SouthernAsia,Asia,"Andhra Pradesh, Hyderabad",1998,9,20,1998,9,20,230,,375000,,375000,528600
1998-0419-IRL,1998,419,Natural,Meteorological,Storm,,,Ireland,IRL,NorthernEurope,Europe,,1998,12,24,1998,12,25,2,,,,,50
1998-0382-KNA,1998,382,Natural,Meteorological,Storm,Tropical cyclone,Georges,Saint Kitts and Nevis,KNA,Caribbean,Americas,,1998,9,20,1998,9,21,5,,10000,,10000,400000
1999-0326-JPN,1999,326,Natural,Meteorological,Storm,Tropical cyclone,Bart,Japan,JPN,EasternAsia,Asia,"Kyushu, Honshu",1999,9,22,1999,9,22,26,438,20000,6900,27338,5000000
1999-0425-IND,1999,425,Natural,Meteorological,Storm,Tropical cyclone,05B,India,IND,SouthernAsia,Asia,"Kendrapara, Jagatsinghpur, Khurda, Puri, Cuttack, Nayagarh, Bhadrak, Keonjhar, Dhenkanal, Balasore, Mayurbhang, Jajapur (Orissa, Andhra Pradesh, West Bengal states)",1999,10,28,1999,10,30,9843,3312,12625000,,12628312,2500000
1999-0016-COL,1999,16,Natural,Geophysical,Earthquake,Ground movement,,Colombia,COL,SouthAmerica,Americas,"Armenia (Quindio), Risaralda, Valle del Cauca, Tolima Departments",1999,1,25,1999,1,25,1186,8563,745000,452370,1205933,1857366
1999-0372-COL,1999,372,Natural,Hydrological,Flood,,,Colombia,COL,SouthAmerica,Americas," Florencia, Puerto Lopez, Cauca, Narino, Huila, Putumayo, Valle",1999,10,4,1999,10,15,29,40,100000,50000,150040,3
1999-0450-FRA,1999,450,Natural,Hydrological,Flood,Flash flood,,France,FRA,WesternEurope,Europe,"Aude, Tarn, Herault, Pyrenees-Orientales",1999,11,12,1999,11,15,36,5,3000,,3005,500000
1999-0571-FRA,1999,571,Natural,Meteorological,Storm,Extra-tropical storm,Lothar,France,FRA,WesternEurope,Europe,"South-Western, Western ",1999,12,26,1999,12,28,88,11,3400000,,3400011,8000000
1999-0203-HUN,1999,203,Natural,Hydrological,Flood,Riverine flood,,Hungary,HUN,EasternEurope,Europe,Heves conty (Nord-Eastern),1999,7,9,1999,7,16,8,,41441,1354,42795,128400
1999-0208-MEX,1999,208,Natural,Geophysical,Earthquake,Ground movement,,Mexico,MEX,CentralAmerica,Americas,"West Puebla, Oaxaca State",1999,6,15,1999,6,15,15,200,16000,,16200,226800
1999-0391-MEX,1999,391,Natural,Hydrological,Flood,Coastal flood,,Mexico,MEX,CentralAmerica,Americas,"Veracruz, Tabasco, Hidalgo, Michoacan, Jalisco, Oaxaca, Chiapas and Puebla ",1999,9,12,1999,10,29,636,60,530000,86000,616060,451300
1999-0355-CHN,1999,355,Natural,Meteorological,Storm,,,China,CHN,EasternAsia,Asia,Chenzhou (Hunan Province),1999,8,12,1999,8,12,200,,,150000,150000,180000
1999-0626-CHN,1999,626,Natural,Meteorological,Storm,,,China,CHN,EasternAsia,Asia,"Quinghai, Inner Mongolia, Xingjiang",1999,12,,1999,12,,11,,1350000,,1350000,39900
1999-0731-CHN,1999,731,Natural,Hydrological,Flood,,,China,CHN,EasternAsia,Asia,Anhui,1999,7,3,1999,7,3,30,,,,,302000
1999-0733-CHN,1999,733,Natural,Hydrological,Flood,,,China,CHN,EasternAsia,Asia,Chenzhou (Hunan province),1999,8,12,1999,8,14,199,,,1000000,1000000,181200
1999-0735-CHN,1999,735,Natural,Hydrological,Flood,,,China,CHN,EasternAsia,Asia,Pingshan (Hebei),1999,8,14,1999,8,14,43,,5000,,5000,24200
1999-0557-COL,1999,557,Natural,Meteorological,Storm,Tropical cyclone,Lenny,Colombia,COL,SouthAmerica,Americas,,1999,11,15,1999,11,19,2,,,,,500
1999-0350-CRI,1999,350,Natural,Hydrological,Flood,,,Costa Rica,CRI,CentralAmerica,Americas,"Pacific Coast (Province Of Guanacaste, Puntarenas), Atlantic Coast (Limon), Valle Central (Cartago, Alajuela, San Jose)",1999,9,24,1999,9,30,9,,5372,4621,9993,1000
1999-0182-DEU,1999,182,Natural,Hydrological,Flood,Riverine flood,,Germany,DEU,WesternEurope,Europe,Bavaria,1999,5,11,1999,6,30,7,,100000,,100000,430000
1999-0050-DEU,1999,50,Natural,Hydrological,Landslide,Avalanche,,Germany,DEU,WesternEurope,Europe,,1999,1,9,1999,2,26,5,,,,,6230
1999-0571-DEU,1999,571,Natural,Meteorological,Storm,Extra-tropical storm,Lothar,Germany,DEU,WesternEurope,Europe,,1999,12,24,1999,12,27,15,,,,,1600000
1999-0590-DEU,1999,590,Natural,Meteorological,Storm,Extra-tropical storm,Anatol,Germany,DEU,WesternEurope,Europe,,1999,12,4,1999,12,5,3,,,,,150000
1999-0590-DNK,1999,590,Natural,Meteorological,Storm,Extra-tropical storm,Anatol,Denmark,DNK,NorthernEurope,Europe,,1999,12,3,1999,12,5,7,,,,,2604939
1999-0561-DZA,1999,561,Natural,Geophysical,Earthquake,Ground movement,,Algeria,DZA,NorthernAfrica,Africa,Aïn Témuchent,1999,12,22,1999,12,22,22,175,,15000,15175,60929
1999-0611-ESP,1999,611,Natural,Meteorological,Storm,Extra-tropical storm,Martin,Spain,ESP,SouthernEurope,Europe,,1999,12,27,1999,12,28,6,,,,,100000
1999-0023-FJI,1999,23,Natural,Meteorological,Storm,Tropical cyclone,Dani,Fiji,FJI,Melanesia,Oceania," Ba, Nadi, Lautoka, Tavua, Rakiraki Districts",1999,1,19,1999,1,19,12,,,1772,1772,3500
1999-0052-FRA,1999,52,Natural,Hydrological,Landslide,Avalanche,,France,FRA,WesternEurope,Europe,Hameaux de Montroc et Du Tour,1999,2,9,1999,2,9,11,,200,60,260,10790
1999-0611-FRA,1999,611,Natural,Meteorological,Storm,Extra-tropical storm,Martin,France,FRA,WesternEurope,Europe,,1999,12,27,1999,12,28,8,,,,,4000000
1999-0571-GBR,1999,571,Natural,Meteorological,Storm,Extra-tropical storm,Lothar,United Kingdom of Great Britain and Northern Ireland (the),GBR,NorthernEurope,Europe,,1999,12,25,1999,12,27,8,,200,,200,100000
1999-0590-GBR,1999,590,Natural,Meteorological,Storm,Extra-tropical storm,Anatol,United Kingdom of Great Britain and Northern Ireland (the),GBR,NorthernEurope,Europe,,1999,12,4,1999,12,5,3,,,,,1000
1999-0315-GHA,1999,315,Natural,Hydrological,Flood,Riverine flood,,Ghana,GHA,WesternAfrica,Africa,"Upper West, Upper East, Northern Regions, Parts of Brongahafo & Volta Regions",1999,9,,1999,9,,52,29,291573,33000,324602,21000
1999-0302-GRC,1999,302,Natural,Geophysical,Earthquake,Ground movement,,Greece,GRC,SouthernEurope,Europe,"Athens Suburbs: Menidi, Ano Liosia, Thracomacedones, Philadelfia, Zefiri, Metamorphosi, Petroupoli, N. Ionia, Moschato, Fili, Kamatero, Ilion, Elefsina, N. Halkidona, Peristeri, Ag Anargiri, Haidari and Galatsi",1999,9,7,1999,9,7,143,2000,113031,108,115139,4200000
1999-0361-GTM,1999,361,Natural,Hydrological,Flood,,,Guatemala,GTM,CentralAmerica,Americas,"Zacapa, Chiquimunda",1999,9,1,1999,9,1,12,,2283,3740,6023,1000
1999-0324-HND,1999,324,Natural,Hydrological,Flood,,,Honduras,HND,CentralAmerica,Americas,"Olancho, Progreso, Tela, Cortez, Copan, El Paraiso, Yoro, Tegucigalpa",1999,10,,1999,10,,34,1,500000,3000,503001,1500
1999-0568-IDN,1999,568,Natural,Geophysical,Earthquake,Ground movement,,Indonesia,IDN,South-EasternAsia,Asia,"Karyasari, Pandelang District (Southwest Jakarta, Java Island)",1999,12,21,1999,12,21,5,220,14000,2700,16920,3900
1999-0099-IND,1999,99,Natural,Geophysical,Earthquake,Ground movement,,India,IND,SouthernAsia,Asia,"Chamoli, Rudraprayag, Bageshwar (new district), Tehri Garhwal, Pauri Garhwal district",1999,3,28,1999,3,28,100,394,372000,105500,477894,2000
